_id,vehicleSclId,vehicleUid,driverFirstName,driverLastName,totalTimeVehicleMovingSec,totalTimeVehicleIdleSec,totalMiles,totalKm,firstTime,lastTime,startLat,startLong,endLat,endLong,fuelEfficiencyKPL,fuelConsumedL,fuelEfficiencyMPG,fuelConsumedGal,totalTimeSegmentSec,idlePercent,runningPercent,nightTimeDrive
101467:0358979100110843:1644364891,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,30,75,0.024579744971742964,0.03955726509180471,2022-02-09T00:01:31.000Z,2022-02-09T00:03:16.000Z,-6.282265,106.761031,-6.282187,106.761115,,,,,105,71.42857142857143,28.571428571428573,0
101467:0358979100036352:1644375638,e2236ca0-5162-11ec-a410-d301109ec991,SELIS 4010000001,,,0,72,0.004877799281338058,0.007850057006625716,2022-02-09T03:00:38.000Z,2022-02-09T03:01:50.000Z,-6.220508,106.528175,-6.220577,106.52816,,,,,72,100,0,0
101467:0358979100110843:1644377319,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,1708,766,6.85359400286222,11.029790386942297,2022-02-09T03:28:39.000Z,2022-02-09T04:09:53.000Z,-6.282187,106.761115,-6.22939,106.80236,,,,,2474,30.962004850444625,69.03799514955537,0
101467:0358979100110843:1644379795,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,7,0.0011692625979956585,0.0018817457465087253,2022-02-09T04:09:55.000Z,2022-02-09T04:10:02.000Z,-6.229393,106.80236,-6.229401,106.802375,,,,,7,100,0,0
101467:0358979100110843:1644385615,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,1920,857,7.480788478906268,12.03916205379693,2022-02-09T05:46:55.000Z,2022-02-09T06:33:12.000Z,-6.229409,106.802276,-6.282091,106.76107,,,,,2777,30.86064097947425,69.13935902052575,0
101467:0358979100110843:1644388451,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,12,90,0.002971196158653141,0.0047816767107514814,2022-02-09T06:34:11.000Z,2022-02-09T06:35:53.000Z,-6.282066,106.761054,-6.282109,106.761054,,,,,102,88.23529411764706,11.764705882352942,0
101467:0358979100110843:1644460952,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,35,0,0,2022-02-10T02:42:32.000Z,2022-02-10T02:43:07.000Z,-6.28208,106.761016,-6.28208,106.761016,,,,,35,100,0,0
101467:0358979100110843:1644461237,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,1509,660,6.844025546128426,11.014391448508507,2022-02-10T02:47:17.000Z,2022-02-10T03:23:26.000Z,-6.282109,106.761054,-6.229477,106.802406,,,,,2169,30.428769017980635,69.57123098201936,0
101467:0358979100110843:1644463665,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,127,0.006535386362886194,0.01051768483079272,2022-02-10T03:27:45.000Z,2022-02-10T03:29:52.000Z,-6.229436,106.80239,-6.229435,106.802474,,,,,127,100,0,0
101467:0358979100110843:1644464312,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,874,685,3.33945067951249,5.374324914369349,2022-02-10T03:38:32.000Z,2022-02-10T04:04:31.000Z,-6.229435,106.802474,-6.263906,106.795798,,,,,1559,43.93842206542656,56.06157793457344,0
101467:0358979100110843:1644466953,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,1070,415,3.6640718504544973,5.896752048097843,2022-02-10T04:22:33.000Z,2022-02-10T04:47:18.000Z,-6.263875,106.795783,-6.282148,106.761001,,,,,1485,27.946127946127945,72.05387205387206,0
101467:0358979100110843:1644482244,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,205,0.012604438293396898,0.020284877140848537,2022-02-10T08:37:24.000Z,2022-02-10T08:40:49.000Z,-6.282124,106.761001,-6.282145,106.761031,,,,,205,100,0,0
101467:0358979100110843:1644483167,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,4,96,0.018281936221883482,0.02942192436707085,2022-02-10T08:52:47.000Z,2022-02-10T08:54:27.000Z,-6.282187,106.76107,-6.28215,106.761054,,,,,100,96,4,0
101467:0358979100110843:1644484490,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,21,60,0.021807276016708406,0.03509540881383358,2022-02-10T09:14:50.000Z,2022-02-10T09:16:11.000Z,-6.282116,106.761131,-6.28204,106.761031,,,,,81,74.07407407407408,25.925925925925927,0
101467:0358979100110843:1644484589,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,23,119,0.0011183028770278044,0.001799734025327435,2022-02-10T09:16:29.000Z,2022-02-10T09:18:51.000Z,-6.2821,106.761054,-6.282103,106.76107,,,,,142,83.80281690140845,16.197183098591548,0
101467:0358979100110843:1644484742,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,22,0.002733701579038686,0.004399466234016436,2022-02-10T09:19:02.000Z,2022-02-10T09:19:24.000Z,-6.282084,106.761001,-6.282058,106.761031,,,,,22,100,0,0
101467:0358979100110843:1644485709,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,127,0.01233983046098572,0.019859032113404604,2022-02-10T09:35:09.000Z,2022-02-10T09:37:16.000Z,-6.282181,106.761031,-6.282091,106.760986,,,,,127,100,0,0
