_id,vehicleSclId,vehicleUid,driverFirstName,driverLastName,totalTimeVehicleMovingSec,totalTimeVehicleIdleSec,totalMiles,totalKm,firstTime,lastTime,startLat,startLong,endLat,endLong,fuelEfficiencyKPL,fuelConsumedL,fuelEfficiencyMPG,fuelConsumedGal,totalTimeSegmentSec,idlePercent,runningPercent,nightTimeDrive
101467:0358979100020794:1639890701,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,48,122,0.06931157790689868,0.11154617203499996,2021-12-19T05:11:41.000Z,2021-12-19T05:14:31.000Z,-7.254771,110.441093,-7.254851,110.441047,,,,,170,71.76470588235294,28.235294117647058,0
101467:0358979100020794:1639896295,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,14,3,0.024342770929667152,0.039175892339034256,2021-12-19T06:44:55.000Z,2021-12-19T06:45:12.000Z,-7.254772,110.441047,-7.25504,110.440848,,,,,17,17.647058823529413,82.3529411764706,0
101467:0358979100020794:1639896319,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,9,0.006323069021566243,0.010175993191443505,2021-12-19T06:45:19.000Z,2021-12-19T06:45:28.000Z,-7.254711,110.440986,-7.254696,110.441077,,,,,9,100,0,0
101467:0358979100020794:1639896350,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,2,0.0013652883198483703,0.002197218565818056,2021-12-19T06:45:50.000Z,2021-12-19T06:45:52.000Z,-7.254827,110.441047,-7.254814,110.441032,,,,,2,100,0,0
101467:0358979100020794:1639897312,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,15,0.01735355419370146,0.027927838320308287,2021-12-19T07:01:52.000Z,2021-12-19T07:02:07.000Z,-7.254736,110.440986,-7.254656,110.441062,,,,,15,100,0,0
101467:0358979100020794:1639900903,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,58,0.0011161297166671432,0.001796236662739967,2021-12-19T08:01:43.000Z,2021-12-19T08:02:41.000Z,-7.25461,110.441245,-7.254613,110.441261,,,,,58,100,0,0
101467:0358979100020794:1639909606,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,138,0,0,2021-12-19T10:26:46.000Z,2021-12-19T10:29:04.000Z,-7.254613,110.441261,-7.254613,110.441261,,,,,138,100,0,0
101467:0358979100015497:1640076917,de622250-2746-11ec-8aea-d74c5d87ebae,SELIS 1010000018,,,0,51,0,0,2021-12-21T08:55:17.000Z,2021-12-21T08:56:08.000Z,-7.254114,110.441436,-7.254114,110.441436,,,,,51,100,0,0
101467:0358979100015497:1640077943,de622250-2746-11ec-8aea-d74c5d87ebae,SELIS 1010000018,,,0,3,0,0,2021-12-21T09:12:23.000Z,2021-12-21T09:12:26.000Z,-6.977289,110.39344,-6.977289,110.39344,,,,,3,100,0,0
101467:0358979100013898:1640315454,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,167,0,0,2021-12-24T03:10:54.000Z,2021-12-24T03:13:41.000Z,-7.255518,110.44149,-7.255518,110.44149,,,,,167,100,0,0
101467:0358979100020794:1640316472,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,228,0,0,2021-12-24T03:27:52.000Z,2021-12-24T03:31:40.000Z,-7.254086,110.441436,-7.254086,110.441436,,,,,228,100,0,0
101467:0358979100020794:1640317517,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,14,0,0.004405702270058006,0.007090290514104233,2021-12-24T03:45:17.000Z,2021-12-24T03:45:31.000Z,-7.254785,110.440986,-7.254847,110.441001,,,,,14,0,100,0
101467:0358979100020794:1640336646,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,42,0,0,2021-12-24T09:04:06.000Z,2021-12-24T09:04:48.000Z,-7.254847,110.441001,-7.254847,110.441001,,,,,42,100,0,0
101467:0358979100020794:1640398782,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,255,0,0,2021-12-25T02:19:42.000Z,2021-12-25T02:23:57.000Z,-7.254847,110.441001,-7.254847,110.441001,,,,,255,100,0,0
101467:0358979100020794:1640399049,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,12,0,0,2021-12-25T02:24:09.000Z,2021-12-25T02:24:21.000Z,-7.254847,110.441001,-7.254847,110.441001,,,,,12,100,0,0
101467:0358979100020794:1640399072,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,29,0,0,2021-12-25T02:24:32.000Z,2021-12-25T02:25:01.000Z,-7.254847,110.441001,-7.254847,110.441001,,,,,29,100,0,0
101467:0358979100020794:1640484919,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,106,0,0,2021-12-26T02:15:19.000Z,2021-12-26T02:17:05.000Z,-7.254758,110.441062,-7.254758,110.441062,,,,,106,100,0,0
101467:0358979100020794:1640485195,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,651,8745,1.4216101301542179,2.2878597333029096,2021-12-26T02:19:55.000Z,2021-12-26T04:56:31.000Z,-7.254758,110.441062,-7.254756,110.441016,,,,,9396,93.07151979565772,6.928480204342273,0
101467:0358979100020992:1640485305,50a53ec0-274b-11ec-aee5-dd69669a043b,SELIS 1010000025,,,738,1856,1.8391377434956757,2.959805292668305,2021-12-26T02:21:45.000Z,2021-12-26T03:04:59.000Z,-7.256709,110.439742,-7.254763,110.441062,,,,,2594,71.54973014649191,28.450269853508097,0
101467:0358979100020992:1640497228,50a53ec0-274b-11ec-aee5-dd69669a043b,SELIS 1010000025,,,388,3023,0.8257511616132841,1.3289176774353693,2021-12-26T05:40:28.000Z,2021-12-26T06:37:19.000Z,-7.254763,110.441062,-7.254712,110.441001,,,,,3411,88.62503664614482,11.374963353855174,0
101467:0358979100020992:1640500679,50a53ec0-274b-11ec-aee5-dd69669a043b,SELIS 1010000025,,,921,1999,2.0217416833226554,3.2536778476052155,2021-12-26T06:37:59.000Z,2021-12-26T07:26:39.000Z,-7.254712,110.441001,-7.254743,110.441016,,,,,2920,68.45890410958904,31.541095890410958,0
101467:0358979100020794:1640500731,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,620,1498,1.6357940997067892,2.632555419598523,2021-12-26T06:38:51.000Z,2021-12-26T07:14:09.000Z,-7.254811,110.441016,-7.254551,110.440627,,,,,2118,70.72710103871577,29.27289896128423,0
101467:0358979100020794:1640503010,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,93,125,0.21429219592464835,0.3448698597581573,2021-12-26T07:16:50.000Z,2021-12-26T07:20:28.000Z,-7.254555,110.440605,-7.253568,110.438346,,,,,218,57.3394495412844,42.6605504587156,0
101467:0358979100020794:1640503259,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,139,73,0.2715028313609742,0.4369414526337957,2021-12-26T07:20:59.000Z,2021-12-26T07:24:31.000Z,-7.253568,110.438346,-7.254709,110.440932,,,,,212,34.43396226415094,65.56603773584905,0
101467:0358979100020794:1640503757,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,4,0.006357157657251147,0.01023085353275119,2021-12-26T07:29:17.000Z,2021-12-26T07:29:21.000Z,-7.254714,110.440963,-7.254753,110.441047,,,,,4,100,0,0
101467:0358979100020794:1640503768,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,27,300,0.07818605022901874,0.12582825081976995,2021-12-26T07:29:28.000Z,2021-12-26T07:34:55.000Z,-7.254717,110.441032,-7.255301,110.440055,,,,,327,91.74311926605505,8.256880733944953,0
101467:0358979100020992:1640503788,50a53ec0-274b-11ec-aee5-dd69669a043b,SELIS 1010000025,,,1186,2606,2.138924537814793,3.44226537138501,2021-12-26T07:29:48.000Z,2021-12-26T08:33:00.000Z,-7.254711,110.441001,-7.256476,110.439857,,,,,3792,68.72362869198312,31.276371308016877,0
101467:0358979100020794:1640504126,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,3,0,0.0025988823854175896,0.004182495773677485,2021-12-26T07:35:26.000Z,2021-12-26T07:35:29.000Z,-7.255401,110.439971,-7.255424,110.439941,,,,,3,0,100,0
101467:0358979100020794:1640504138,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,5,0,0,2021-12-26T07:35:38.000Z,2021-12-26T07:35:43.000Z,-7.255426,110.43991,-7.255426,110.43991,,,,,5,100,0,0
101467:0358979100020794:1640504164,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,52,0,0.002334713559702384,0.0037573572590256735,2021-12-26T07:36:04.000Z,2021-12-26T07:36:56.000Z,-7.255391,110.440055,-7.255377,110.440086,,,,,52,0,100,0
101467:0358979100020794:1640504509,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,15,0,0.0033350934905774267,0.005367312698499839,2021-12-26T07:41:49.000Z,2021-12-26T07:42:04.000Z,-7.254694,110.441047,-7.254732,110.441077,,,,,15,0,100,0
101467:0358979100013898:1640504702,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,741,0,0,2021-12-26T07:45:02.000Z,2021-12-26T07:57:23.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,741,100,0,0
101467:0358979100013898:1640505444,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,1,0,0,2021-12-26T07:57:24.000Z,2021-12-26T07:57:25.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,1,100,0,0
101467:0358979100013898:1640505446,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,5,0,0,2021-12-26T07:57:26.000Z,2021-12-26T07:57:31.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,5,100,0,0
101467:0358979100013898:1640505479,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,60,0,0,2021-12-26T07:57:59.000Z,2021-12-26T07:58:59.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,60,100,0,0
101467:0358979100013898:1640505720,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,1,0,0,2021-12-26T08:02:00.000Z,2021-12-26T08:02:01.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,1,100,0,0
101467:0358979100013898:1640505722,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,4,0,0,2021-12-26T08:02:02.000Z,2021-12-26T08:02:06.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,4,100,0,0
101467:0358979100013898:1640505738,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,3,0,0,2021-12-26T08:02:18.000Z,2021-12-26T08:02:21.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,3,100,0,0
101467:0358979100013898:1640505766,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,181,0,0,2021-12-26T08:02:46.000Z,2021-12-26T08:05:47.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,181,100,0,0
101467:0358979100013898:1640505951,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,4,0,0,2021-12-26T08:05:51.000Z,2021-12-26T08:05:55.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,4,100,0,0
101467:0358979100013898:1640505960,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,12,0,0,2021-12-26T08:06:00.000Z,2021-12-26T08:06:12.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,12,100,0,0
101467:0358979100013898:1640506224,481d4130-274b-11ec-aee5-dd69669a043b,SELIS 1010000024,,,0,14,0,0,2021-12-26T08:10:24.000Z,2021-12-26T08:10:38.000Z,-7.253767,110.442138,-7.253767,110.442138,,,,,14,100,0,0
101467:0358979100020794:1640510231,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,7,0,0.051619767874953315,0.08307396371094887,2021-12-26T09:17:11.000Z,2021-12-26T09:17:18.000Z,-7.254732,110.441077,-7.254137,110.44152,,,,,7,0,100,0
101467:0358979100020794:1640510246,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,17,0,0.0031538051200798354,0.005075557347169763,2021-12-26T09:17:26.000Z,2021-12-26T09:17:43.000Z,-7.25409,110.44152,-7.254091,110.441474,,,,,17,0,100,0
101467:0358979100020794:1640575759,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,10,0,0,2021-12-27T03:29:19.000Z,2021-12-27T03:29:29.000Z,-7.254091,110.441474,-7.254091,110.441474,,,,,10,100,0,0
101467:0358979100020794:1640832563,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,80,0,0,2021-12-30T02:49:23.000Z,2021-12-30T02:50:43.000Z,-7.254091,110.441474,-7.254091,110.441474,,,,,80,100,0,0
101467:0358979100020794:1640832704,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,130,0,0,2021-12-30T02:51:44.000Z,2021-12-30T02:53:54.000Z,-7.254091,110.441474,-7.254091,110.441474,,,,,130,100,0,0
101467:0358979100020794:1640836172,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,82,0,0,2021-12-30T03:49:32.000Z,2021-12-30T03:50:54.000Z,-7.254091,110.441474,-7.254091,110.441474,,,,,82,100,0,0
101467:0358979100020794:1640841375,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,77,0,0.12865807083114633,0.20705509434368038,2021-12-30T05:16:15.000Z,2021-12-30T05:17:32.000Z,-7.254091,110.441474,-7.254091,110.439597,,,,,77,0,100,0
101467:0358979100020794:1640854029,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,0,46,0.1121208160567993,0.1804409625961136,2021-12-30T08:47:09.000Z,2021-12-30T08:47:55.000Z,-7.254842,110.441047,-7.254091,110.439597,,,,,46,100,0,0
101467:0358979100020794:1640854302,ab9f4aa0-2746-11ec-aee5-dd69669a043b,SELIS 1010000014,,,25,152,0.23968839268002784,0.3857410766292467,2021-12-30T08:51:42.000Z,2021-12-30T08:54:39.000Z,-7.254699,110.441077,-7.254176,110.44149,,,,,177,85.87570621468926,14.124293785310735,0
